Var1	Var2
6.24	1
6.25	1
6.26	1
6.27	1
6.28	1
6.29	1
6.3	1
6.31	1
6.32	1
6.33	1
6.34	1
6.35	1
6.36	1
6.37	1
6.38	1
6.39	1
6.4	1
6.41	1
6.42	1
6.43	1
6.44	1
6.45	1
6.46	1
6.47	1
6.48	1
6.49	1
6.5	1
6.51	1
6.52	1
6.53	1
6.54	1
6.55	1
6.56	1
6.57	1
6.58	1
6.59	1
6.6	1
6.61	1
6.62	1
6.63	1
6.64	1
6.65	1
6.66	1
6.67	1
6.68	1
6.69	1
6.7	1
6.71	1
6.72	1
6.73	1
6.74	1
6.75	1
6.76	1
6.77	1
6.78	1
6.79	1
6.8	1
6.81	1
6.82	1
6.83	1
6.84	1
6.85	1
6.86	1
6.87	1
6.88	1
6.89	1
6.9	1
6.91	1
6.92	1
6.93	1
6.94	1
6.95	1
6.96	1
6.97	1
6.98	1
6.99	1
7	1
7.01	1
7.02	1
7.03	1
7.04	1
7.05	1
7.06	1
7.07	1
7.08	1
7.09	1
7.1	1
7.11	1
7.12	1
7.13	1
7.14	1
7.15	1
7.16	1
7.17	1
7.18	1
7.19	1
7.2	1
7.21	1
7.22	1
7.23	1
7.24	1
7.25	1
7.26	1
7.27	1
7.28	1
7.29	1
7.3	1
7.31	1
7.32	1
7.33	1
7.34	1
7.35	1
7.36	1
7.37	1
7.38	1
7.39	1
7.4	1
7.41	1
7.42	1
7.43	1
7.44	1
7.45	1
7.46	1
7.47	1
7.48	1
7.49	1
7.5	1
7.51	1
7.52	1
7.53	1
7.54	1
7.55	1
7.56	1
7.57	1
7.58	1
7.59	1
7.6	1
7.61	1
7.62	1
7.63	1
7.64	1
7.65	1
7.66	1
7.67	1
7.68	1
7.69	1
7.7	1
7.71	1
7.72	1
7.73	1
7.74	1
7.75	1
7.76	1
7.77	1
7.78	1
7.79	1
7.8	1
7.81	1
7.82	1
7.83	1
7.84	1
7.85	1
7.86	1
7.87	1
7.88	1
7.89	1
7.9	1
7.91	1
7.92	1
7.93	1
7.94	1
7.95	1
7.96	1
7.97	1
7.98	1
7.99	1
8	1
8.01	1
8.02	1
8.03	1
8.04	1
8.05	1
8.06	1
8.07	1
8.08	1
8.09	1
8.1	1
8.11	1
8.12	1
8.13	1
8.14	1
8.15	1
8.16	1
8.17	1
8.18	1
8.19	1
8.2	1
8.21	1
8.22	1
8.23	1
8.24	1
8.25	1
8.26	1
8.27	1
8.28	1
8.29	1
8.3	1
8.31	1
8.32	1
8.33	1
8.34	1
8.35	1
8.36	1
8.37	1
8.38	1
8.39	1
8.4	1
8.41	1
8.42	1
8.43	1
8.44	1
8.45	1
8.46	1
8.47	1
8.48	1
8.49	1
8.5	1
8.51	1
8.52	1
8.53	1
8.54	1
8.55	1
8.56	1
8.57	1
8.58	1
8.59	1
8.6	1
8.61	1
8.62	1
8.63	1
8.64	1
8.65	1
8.66	1
8.67	1
8.68	1
8.69	1
8.7	1
8.71	1
8.72	1
8.73	1
8.74	1
8.75	1
8.76	1
8.77	1
8.78	1
8.79	1
8.8	1
8.81	1
8.82	1
8.83	1
8.84	1
8.85	1
8.86	1
8.87	1
8.88	1
8.89	1
8.9	1
8.91	1
8.92	1
8.93	1
8.94	1
8.95	1
8.96	1
8.97	1
8.98	1
8.99	1
9	1
9.01	1
9.02	1
9.03	1
9.04	1
9.05	1
9.06	1
9.07	1
9.08	1
9.09	1
9.1	1
9.11	1
9.12	1
9.13	1
9.14	1
9.15	1
9.16	1
9.17	1
9.18	1
9.19	1
9.2	1
9.21	1
9.22	1
9.23	1
9.24	1
9.25	1
9.26	1
9.27	1
9.28	1
9.29	1
9.3	1
9.31	1
9.32	1
9.33	1
9.34	1
9.35	1
9.36	1
9.37	1
9.38	1
9.39	1
9.4	1
9.41	1
9.42	1
9.43	1
9.44	1
9.45	1
9.46	1
9.47	1
9.48	1
9.49	1
9.5	1
9.51	1
9.52	1
9.53	1
9.54	1
9.55	1
9.56	1
9.57	1
9.58	1
9.59	1
9.6	1
9.61	1
9.62	1
9.63	1
9.64	1
9.65	1
9.66	1
9.67	1
9.68	1
9.69	1
9.7	1
9.71	1
9.72	1
9.73	1
9.74	1
9.75	1
9.76	1
9.77	1
9.78	1
9.79	1
9.8	1
9.81	1
9.82	1
9.83	1
9.84	1
9.85	1
9.86	1
9.87	1
9.88	1
9.89	1
9.9	1
9.91	1
9.92	1
9.93	1
9.94	1
9.95	1
9.96	1
9.97	1
9.98	1
9.99	1
10	1
10.01	1
10.02	1
10.03	1
10.04	1
10.05	1
10.06	1
10.07	1
10.08	1
10.09	1
10.1	1
10.11	1
10.12	1
10.13	1
10.14	1
10.15	1
10.16	1
10.17	1
10.18	1
10.19	1
10.2	1
10.21	1
10.22	1
10.23	1
10.24	1
10.25	1
10.26	1
10.27	1
10.28	1
10.29	1
10.3	1
10.31	1
10.32	1
10.33	1
10.34	1
10.35	1
10.36	1
10.37	1
10.38	1
10.39	1
10.4	1
10.41	1
10.42	1
10.43	1
10.44	1
10.45	1
10.46	1
10.47	1
10.48	1
10.49	1
10.5	1
10.51	1
10.52	1
10.53	1
10.54	1
10.55	1
10.56	1
10.57	1
10.58	1
10.59	1
10.6	1
10.61	1
10.62	1
10.63	1
10.64	1
10.65	1
10.66	1
10.67	1
10.68	1
10.69	1
10.7	1
10.71	1
10.72	1
10.73	1
10.74	1
10.75	1
10.76	1
10.77	1
10.78	1
10.79	1
10.8	1
10.81	1
10.82	1
10.83	1
10.84	1
10.85	1
10.86	1
10.87	1
10.88	1
10.89	1
10.9	1
10.91	1
10.92	1
10.93	1
10.94	1
10.95	1
10.96	1
10.97	1
10.98	1
10.99	1
11	0
11.01	0
11.02	0
11.03	0
11.04	0
11.05	0
11.06	0
11.07	0
11.08	0
11.09	0
11.1	0
11.11	0
11.12	0
11.13	0
11.14	0
11.15	0
11.16	0
11.17	0
11.18	0
11.19	0
11.2	0
11.21	0
11.22	0
11.23	0
11.24	0
11.25	0
11.26	0
11.27	0
11.28	0
11.29	0
11.3	0
11.31	0
11.32	0
11.33	0
11.34	0
11.35	0
11.36	0
11.37	0
11.38	0
11.39	0
11.4	0
11.41	0
11.42	0
11.43	0
11.44	0
11.45	0
11.46	0
11.47	0
11.48	0
11.49	0
11.5	0
11.51	0
11.52	0
11.53	0
11.54	0
11.55	0
11.56	0
11.57	0
11.58	0
11.59	0
11.6	0
11.61	0
11.62	0
11.63	0
11.64	0
11.65	0
11.66	0
11.67	0
11.68	0
11.69	0
11.7	0
11.71	0
11.72	0
11.73	0
11.74	0
11.75	0
11.76	0
11.77	0
11.78	0
11.79	0
11.8	0
11.81	0
11.82	0
11.83	0
11.84	0
11.85	0
11.86	0
11.87	0
11.88	0
11.89	0
11.9	0
11.91	0
11.92	0
11.93	0
11.94	0
11.95	0
11.96	0
11.97	0
11.98	0
11.99	0
12	0
12.01	0
12.02	0
12.03	0
12.04	0
12.05	0
12.06	0
12.07	0
12.08	0
12.09	0
12.1	0
12.11	0
12.12	0
12.13	0
12.14	0
12.15	0
12.16	0
12.17	0
12.18	0
12.19	0
12.2	0
12.21	0
12.22	0
12.23	0
12.24	0
12.25	0
12.26	0
12.27	0
12.28	0
12.29	0
12.3	0
12.31	0
12.32	0
12.33	0
12.34	0
12.35	0
12.36	0
12.37	0
12.38	0
12.39	0
12.4	0
12.41	0
12.42	0
12.43	0
12.44	0
12.45	0
12.46	0
12.47	0
12.48	0
12.49	0
12.5	0
12.51	0
12.52	0
12.53	0
12.54	0
12.55	0
12.56	0
12.57	0
12.58	0
12.59	0
12.6	0
12.61	0
12.62	0
12.63	0
12.64	0
12.65	0
12.66	0
12.67	0
12.68	0
12.69	0
12.7	0
12.71	0
12.72	0
12.73	0
12.74	0
12.75	0
12.76	0
12.77	0
12.78	0
12.79	0
12.8	0
12.81	0
12.82	0
12.83	0
12.84	0
12.85	0
12.86	0
12.87	0
12.88	0
12.89	0
12.9	0
12.91	0
12.92	0
12.93	0
12.94	0
12.95	0
12.96	0
12.97	0
12.98	0
12.99	0
13	0
13.01	0
13.02	0
13.03	0
13.04	0
13.05	0
13.06	0
13.07	0
13.08	0
13.09	0
13.1	0
13.11	0
13.12	0
13.13	0
13.14	0
13.15	0
13.16	0
13.17	0
13.18	0
13.19	0
13.2	0
13.21	0
13.22	0
13.23	0
13.24	0
13.25	0
13.26	0
13.27	0
13.28	0
13.29	0
13.3	0
13.31	0
13.32	0
13.33	0
13.34	0
13.35	0
13.36	0
13.37	0
13.38	0
13.39	0
13.4	0
13.41	0
13.42	0
13.43	0
13.44	0
13.45	0
13.46	0
13.47	0
13.48	0
13.49	0
13.5	0
13.51	0
13.52	0
13.53	0
13.54	0
13.55	0
13.56	0
13.57	0
13.58	0
13.59	0
13.6	0
13.61	0
13.62	0
13.63	0
13.64	0
13.65	0
13.66	0
13.67	0
13.68	0
13.69	0
13.7	0
13.71	0
13.72	0
13.73	0
13.74	0
13.75	0
13.76	0
13.77	0
13.78	0
13.79	0
13.8	0
13.81	0
13.82	0
13.83	0
13.84	0
13.85	0
13.86	0
13.87	0
13.88	0
13.89	0
13.9	0
13.91	0
13.92	0
13.93	0
13.94	0
13.95	0
13.96	0
13.97	0
13.98	0
13.99	0
14	0
14.01	0
14.02	0
14.03	0
14.04	0
14.05	0
14.06	0
14.07	0
14.08	0
14.09	0
14.1	0
14.11	0
14.12	0
14.13	0
14.14	0
14.15	0
14.16	0
14.17	0
14.18	0
14.19	0
14.2	0
14.21	0
14.22	0
14.23	0
14.24	0
14.25	0
14.26	0
14.27	0
14.28	0
14.29	0
14.3	0
14.31	0
14.32	0
14.33	0
14.34	0
14.35	0
14.36	0
14.37	0
14.38	0
14.39	0
14.4	0
14.41	0
14.42	0
14.43	0
14.44	0
14.45	0
14.46	0
14.47	0
14.48	0
14.49	0
14.5	0
14.51	0
14.52	0
14.53	0
14.54	0
14.55	0
14.56	0
14.57	0
14.58	0
14.59	0
14.6	0
14.61	0
14.62	0
14.63	0
14.64	0
14.65	0
14.66	0
14.67	0
14.68	0
14.69	0
14.7	0
14.71	0
14.72	0
14.73	0
14.74	0
14.75	0
14.76	0
14.77	0
14.78	0
14.79	0
14.8	0
14.81	0
14.82	0
14.83	0
14.84	0
14.85	0
14.86	0
14.87	0
14.88	0
14.89	0
14.9	0
14.91	0
14.92	0
14.93	0
14.94	0
14.95	0
14.96	0
14.97	0
14.98	0
14.99	0
15	0
15.01	0
15.02	0
15.03	0
15.04	0
15.05	0
15.06	0
15.07	0
15.08	0
15.09	0
15.1	0
15.11	0
15.12	0
15.13	0
15.14	0
15.15	0
15.16	0
15.17	0
15.18	0
15.19	0
15.2	0
15.21	0
15.22	0
15.23	0
15.24	0
15.25	0
15.26	0
15.27	0
15.28	0
15.29	0
15.3	0
15.31	0
15.32	0
15.33	0
15.34	0
15.35	0
15.36	0
15.37	0
15.38	0
15.39	0
15.4	0
15.41	0
15.42	0
15.43	0
15.44	0
15.45	0
15.46	0
15.47	0
15.48	0
15.49	0
15.5	0
15.51	0
15.52	0
15.53	0
15.54	0
15.55	0
15.56	0
15.57	0
15.58	0
15.59	0
15.6	0
15.61	0
15.62	0
15.63	0
15.64	0
15.65	0
15.66	0
15.67	0
15.68	0
15.69	0
15.7	0
15.71	0
15.72	0
15.73	0
15.74	0
15.75	0
15.76	0
15.77	0
15.78	0
15.79	0
15.8	0
15.81	0
15.82	0
15.83	0
15.84	0
15.85	0
15.86	0
15.87	0
15.88	0
15.89	0
15.9	0
15.91	0
15.92	0
15.93	0
15.94	0
15.95	0
15.96	0
15.97	0
15.98	0
15.99	0
16	0
16.01	0
16.02	0
16.03	0
16.04	0
16.05	0
16.06	0
16.07	0
16.08	0
16.09	0
16.1	0
16.11	0
16.12	0
16.13	0
16.14	0
16.15	0
16.16	0
16.17	0
16.18	0
16.19	0
16.2	0
16.21	0
16.22	0
16.23	0
16.24	0
16.25	0
16.26	0
16.27	0
16.28	0
16.29	0
16.3	0
16.31	0
16.32	0
16.33	0
16.34	0
16.35	0
16.36	0
16.37	0
16.38	0
16.39	0
16.4	0
16.41	0
16.42	0
16.43	0
16.44	0
16.45	0
16.46	0
16.47	0
16.48	0
16.49	0
16.5	0
16.51	0
16.52	0
16.53	0
16.54	0
16.55	0
16.56	0
16.57	0
16.58	0
16.59	0
16.6	0
16.61	0
16.62	0
16.63	0
16.64	0
16.65	0
16.66	0
16.67	0
16.68	0
16.69	0
16.7	0
16.71	0
16.72	0
16.73	0
16.74	0
16.75	0
16.76	0
16.77	0
16.78	0
16.79	0
16.8	0
16.81	0
16.82	0
16.83	0
16.84	0
16.85	0
16.86	0
16.87	0
16.88	0
16.89	0
16.9	0
16.91	0
16.92	0
16.93	0
16.94	0
16.95	0
16.96	0
16.97	0
16.98	0
16.99	0
17	0
17.01	0
17.02	0
17.03	0
17.04	0
17.05	0
17.06	0
17.07	0
17.08	0
17.09	0
17.1	0
17.11	0
17.12	0
17.13	0
17.14	0
17.15	0
17.16	0
17.17	0
17.18	0
17.19	0
17.2	0
17.21	0
17.22	0
17.23	0
17.24	0
17.25	0
17.26	0
17.27	0
17.28	0
17.29	0
17.3	0
17.31	0
17.32	0
17.33	0
17.34	0
17.35	0
17.36	0
17.37	0
17.38	0
17.39	0
17.4	0
17.41	0
17.42	0
17.43	0
17.44	0
17.45	0
17.46	0
17.47	0
17.48	0
17.49	0
17.5	0
17.51	0
17.52	0
17.53	0
17.54	0
17.55	0
17.56	0
17.57	0
17.58	0
17.59	0
17.6	0
17.61	0
17.62	0
17.63	0
17.64	0
17.65	0
17.66	0
17.67	0
17.68	0
17.69	0
17.7	0
17.71	0
17.72	0
17.73	0
17.74	0
17.75	0
17.76	0
17.77	0
17.78	0
17.79	0
17.8	0
17.81	0
17.82	0
17.83	0
17.84	0
17.85	0
17.86	0
17.87	0
17.88	0
17.89	0
17.9	0
17.91	0
17.92	0
17.93	0
17.94	0
17.95	0
17.96	0
17.97	0
17.98	0
17.99	0
18	0
18.01	0
18.02	0
18.03	0
18.04	0
18.05	0
18.06	0
18.07	0
18.08	0
18.09	0
18.1	0
18.11	0
18.12	0
18.13	0
18.14	0
18.15	0
18.16	0
18.17	0
18.18	0
18.19	0
18.2	0
18.21	0
18.22	0
18.23	0
18.24	0
18.25	0
18.26	0
18.27	0
18.28	0
18.29	0
18.3	0
18.31	0
18.32	0
18.33	0
18.34	0
18.35	0
18.36	0
18.37	0
18.38	0
18.39	0
18.4	0
18.41	0
18.42	0
18.43	0
18.44	0
18.45	0
18.46	0
18.47	0
18.48	0
18.49	0
18.5	0
18.51	0
18.52	0
18.53	0
18.54	0
18.55	0
18.56	0
18.57	0
18.58	0
18.59	0
18.6	0
18.61	0
18.62	0
18.63	0
18.64	0
18.65	0
18.66	0
18.67	0
18.68	0
18.69	0
18.7	0
18.71	0
18.72	0
18.73	0
18.74	0
18.75	0
18.76	0
18.77	0
18.78	0
18.79	0
18.8	0
18.81	0
18.82	0
18.83	0
18.84	0
18.85	0
18.86	0
18.87	0
18.88	0
18.89	0
18.9	0
18.91	0
18.92	0
18.93	0
18.94	0
18.95	0
18.96	0
18.97	0
18.98	0
18.99	0
19	0
19.01	0
19.02	0
19.03	0
19.04	0
19.05	0
19.06	0
19.07	0
19.08	0
19.09	0
19.1	0
19.11	0
19.12	0
19.13	0
19.14	0
19.15	0
19.16	0
19.17	0
19.18	0
19.19	0
19.2	0
19.21	0
19.22	0
19.23	0
19.24	0
19.25	0
19.26	0
19.27	0
19.28	0
19.29	0
19.3	0
19.31	0
19.32	0
19.33	0
19.34	0
19.35	0
19.36	0
19.37	0
19.38	0
19.39	0
19.4	0
19.41	0
19.42	0
19.43	0
19.44	0
19.45	0
19.46	0
19.47	0
19.48	0
19.49	0
19.5	0
19.51	0
19.52	0
19.53	0
19.54	0
19.55	0
19.56	0
19.57	0
19.58	0
19.59	0
19.6	0
19.61	0
19.62	0
19.63	0
19.64	0
19.65	0
19.66	0
19.67	0
19.68	0
19.69	0
19.7	0
19.71	0
19.72	0
19.73	0
19.74	0
19.75	0
19.76	0
19.77	0
19.78	0
19.79	0
19.8	0
19.81	0
19.82	0
19.83	0
19.84	0
19.85	0
19.86	0
19.87	0
19.88	0
19.89	0
19.9	0
19.91	0
19.92	0
19.93	0
19.94	0
19.95	0
19.96	0
19.97	0
19.98	0
19.99	0
20	0
20.01	0
20.02	0
20.03	0
20.04	0
20.05	0
20.06	0
20.07	0
20.08	0
20.09	0
20.1	0
20.11	0
20.12	0
20.13	0
20.14	0
20.15	0
20.16	0
20.17	0
20.18	0
20.19	0
20.2	0
20.21	0
20.22	0
20.23	0
20.24	0
20.25	0
20.26	0
20.27	0
20.28	0
20.29	0
20.3	0
20.31	0
20.32	0
20.33	0
20.34	0
20.35	0
20.36	0
20.37	0
20.38	0
20.39	0
20.4	0
20.41	0
20.42	0
20.43	0
20.44	0
20.45	0
20.46	0
20.47	0
20.48	0
20.49	0
20.5	0
20.51	0
20.52	0
20.53	0
20.54	0
20.55	0
20.56	0
20.57	0
20.58	0
20.59	0
20.6	0
20.61	0
20.62	0
20.63	0
20.64	0
20.65	0
20.66	0
20.67	0
20.68	0
20.69	0
20.7	0
20.71	0
20.72	0
20.73	0
20.74	0
20.75	0
20.76	0
20.77	0
20.78	0
20.79	0
20.8	0
20.81	0
20.82	0
20.83	0
20.84	0
20.85	0
20.86	0
20.87	0
20.88	0
20.89	0
20.9	0
20.91	0
20.92	0
20.93	0
20.94	0
20.95	0
20.96	0
20.97	0
20.98	0
20.99	0
21	1
21.01	1
21.02	1
21.03	1
21.04	1
21.05	1
21.06	1
21.07	1
21.08	1
21.09	1
21.1	1
21.11	1
21.12	1
21.13	1
21.14	1
21.15	1
21.16	1
21.17	1
21.18	1
21.19	1
21.2	1
21.21	1
21.22	1
21.23	1
21.24	1
21.25	1
21.26	1
21.27	1
21.28	1
21.29	1
21.3	1
21.31	1
21.32	1
21.33	1
21.34	1
21.35	1
21.36	1
21.37	1
21.38	1
21.39	1
21.4	1
21.41	1
21.42	1
21.43	1
21.44	1
21.45	1
21.46	1
21.47	1
21.48	1
21.49	1
21.5	1
21.51	1
21.52	1
21.53	1
21.54	1
21.55	1
21.56	1
21.57	1
21.58	1
21.59	1
21.6	1
21.61	1
21.62	1
21.63	1
21.64	1
21.65	1
21.66	1
21.67	1
21.68	1
21.69	1
21.7	1
21.71	1
21.72	1
21.73	1
21.74	1
21.75	1
21.76	1
21.77	1
21.78	1
21.79	1
21.8	1
21.81	1
21.82	1
21.83	1
21.84	1
21.85	1
21.86	1
21.87	1
21.88	1
21.89	1
21.9	1
21.91	1
21.92	1
21.93	1
21.94	1
21.95	1
21.96	1
21.97	1
21.98	1
21.99	1
22	1
22.01	1
22.02	1
22.03	1
22.04	1
22.05	1
22.06	1
22.07	1
22.08	1
22.09	1
22.1	1
22.11	1
22.12	1
22.13	1
22.14	1
22.15	1
22.16	1
22.17	1
22.18	1
22.19	1
22.2	1
22.21	1
22.22	1
22.23	1
22.24	1
22.25	1
22.26	1
22.27	1
22.28	1
22.29	1
22.3	1
22.31	1
22.32	1
22.33	1
22.34	1
22.35	1
22.36	1
22.37	1
22.38	1
22.39	1
22.4	1
22.41	1
22.42	1
22.43	1
22.44	1
22.45	1
22.46	1
22.47	1
22.48	1
22.49	1
22.5	1
22.51	1
22.52	1
22.53	1
22.54	1
22.55	1
22.56	1
22.57	1
22.58	1
22.59	1
22.6	1
22.61	1
22.62	1
22.63	1
22.64	1
22.65	1
22.66	1
22.67	1
22.68	1
22.69	1
22.7	1
22.71	1
22.72	1
22.73	1
22.74	1
22.75	1
22.76	1
22.77	1
22.78	1
22.79	1
22.8	1
22.81	1
22.82	1
22.83	1
22.84	1
22.85	1
22.86	1
22.87	1
22.88	1
22.89	1
22.9	1
22.91	1
22.92	1
22.93	1
22.94	1
22.95	1
22.96	1
22.97	1
22.98	1
22.99	1
23	1
23.01	1
23.02	1
23.03	1
23.04	1
23.05	1
23.06	1
23.07	1
23.08	1
23.09	1
23.1	1
23.11	1
23.12	1
23.13	1
23.14	1
23.15	1
23.16	1
23.17	1
23.18	1
23.19	1
23.2	1
23.21	1
23.22	1
23.23	1
23.24	1
23.25	1
23.26	1
23.27	1
23.28	1
23.29	1
23.3	1
23.31	1
23.32	1
23.33	1
23.34	1
23.35	1
23.36	1
23.37	1
